,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
821,,No,1,59,1964,,4,Human Resources,non-travel,3.22,0,"80,0",3,9,,3,2,2,,,,5,manager,No,"4,0",32.0,1420.0,21922,18844.0,21,18844.0,1,2,3,4,4,"3,0"
822,"143,0",No,0,25,1998,Married,1,,,11.27,True,,2,1,,2,2,1,,,,1,research scientist,No,"3,0",,1280.0,26897,,11,,2,2,4,4,3,
823,"171,0",No,1,43,1980,Single,3,Medical,,41.84,Yes,,2,4,,3,1,2,,,,1,research scientist,,"3,0",72.0,957.0,16090,4739.0,12,4739.0,0,4,2,3,4,"3,0"
824,,No,1,50,1973,Single,3,,travel_frequently,19.31,False,,3,4,"16,0",2,2,1,,,,3,sales executive,No,"3,0",77.0,809.0,6645,,11,,0,3,3,4,4,
825,"175,0",Yes,1,31,1992,,3,,travel_rarely,32.19,True,,2,3,"4,0",2,2,2,,,,2,sales executive,Yes,"3,0",71.0,542.0,24788,,11,,1,1,2,3,3,"3,0"
826,"178,0",No,0,36,1987,Divorced,2,Medical,,9.66,0,,0,6,"7,0",3,0,1,,research & development,manufacturing director  -  research & development,2,manufacturing director,No,"4,0",84.0,216.0,2819,,20,,2,3,2,2,4,"3,0"
827,"179,0",Yes,0,51,1972,,4,,travel_frequently,25.75,False,,2,2,"18,0",4,0,3,,,,3,manufacturing director,,"3,0",53.0,1150.0,25150,10650.0,15,10650.0,0,1,1,4,4,"3,0"
828,,No,0,25,1998,,3,Life Sciences,,45.06,False,,3,2,,2,2,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",41.0,,24835,,18,,0,2,1,3,4,"3,0"
829,"193,0",No,1,38,1985,,5,Technical Degree,travel_rarely,4.83,False,,2,3,"19,0",3,2,2,,,,2,research scientist,Yes,"4,0",32.0,364.0,2302,4317.0,20,4317.0,0,3,4,3,2,
830,"197,0",No,1,30,1993,Divorced,3,Technical Degree,travel_rarely,8.05,1,,3,5,"8,0",3,2,2,,research & development,research scientist  -  research & development,1,research scientist,No,,84.0,201.0,10415,,14,,1,3,4,1,4,"3,0"
831,,No,0,22,2001,Marreid,1,Medical,,57.94,1,"80,0",6,1,"2,0",2,2,2,,,,1,research scientist,No,"4,0",80.0,1256.0,11992,,24,,2,3,36,4,1,"3,0"
832,"218,0",No,0,27,1996,,3,Medical,non-travel,14.48,1,"80,0",1,6,,2,2,2,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",57.0,691.0,5970,2024.0,18,2024.0,1,3,4,2,4,"1,0"
833,"221,0",No,0,28,1995,Married,3,Medical,,33.8,Yes,,2,1,"5,0",5,0,2,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",42.0,440.0,6672,,11,,1,3,3,4,3,"1,0"
834,"233,0",No,0,27,1996,,3,,,27.36,True,,3,0,"6,0",5,1,1,,,,1,research scientist,,"3,0",51.0,1157.0,13364,3058.0,16,3058.0,1,3,3,2,4,"2,0"
835,"241,0",No,1,56,1967,Divorced,3,Life Sciences,travel_rarely,12.87,1,"80,0",3,4,,2,2,2,,,,1,research scientist,,"3,0",67.0,713.0,13939,,18,,1,3,3,1,3,
836,"245,0",No,1,38,1985,Single,2,,travel_rarely,14.48,1,,3,1,,2,2,1,,,,1,laboratory technician,,,75.0,,6319,,12,,0,3,3,4,3,
837,"246,0",No,1,31,1992,,1,Medical,travel_rarely,19.31,Yes,"80,0",0,8,"7,0",4,0,2,,,,1,research scientist,,"4,0",95.0,140.0,6984,3929.0,23,3929.0,1,3,3,4,3,"3,0"
838,"247,0",No,1,34,1989,,2,Medical,travel_rarely,43.45,True,,3,2,"9,0",3,1,2,,,,1,research scientist,No,"3,0",95.0,629.0,5711,,15,,0,3,4,2,4,"3,0"
839,"249,0",No,0,50,1973,,3,,,1.61,0,,2,2,,3,0,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,,"3,0",86.0,328.0,3425,,15,,1,2,3,3,4,"2,0"
840,"250,0",No,1,53,1970,divorced,2,,,20.92,False,,3,1,"5,0",4,1,3,"2,0",,,2,manufacturing director,No,"3,0",,1084.0,26250,,11,,2,4,4,1,3,"3,0"
841,"269,0",No,1,35,1988,Single,3,Medical,travel_frequently,38.62,Yes,,5,5,,6,1,2,,,,2,laboratory technician,,"3,0",37.0,,15986,4425.0,11,4425.0,0,3,2,2,4,"3,0"
842,,No,0,27,1996,Married,1,,travel_frequently,1.61,0,,1,5,,2,2,0,,,,2,manufacturing director,,"3,0",60.0,472.0,9679,,19,,1,2,3,1,3,"3,0"
843,,No,0,40,1983,Married,2,,,61.15,True,,2,8,,7,3,7,,,,2,laboratory technician,,"3,0",99.0,905.0,16523,,15,,1,3,3,4,3,"4,0"
844,,No,0,22,2001,,3,Life Sciences,,35.41,0,,2,1,"4,0",4,2,2,,,,1,research scientist,,"3,0",60.0,1136.0,12392,2328.0,16,2328.0,1,4,22,2,1,"2,0"
845,"287,0",No,0,40,1983,,5,Life Sciences,,16.09,Yes,"80,0",5,9,"5,0",3,0,2,,,,2,healthcare representative,No,"3,0",63.0,1151.0,14242,,14,,1,2,4,4,4,"1,0"
846,"288,0",No,0,46,1977,,4,,,1.61,1,"80,0",3,7,"17,0",4,0,3,,,,3,healthcare representative,No,"3,0",,644.0,12368,,16,,1,3,4,1,3,"3,0"
847,"297,0",Yes,1,30,1993,,3,Technical Degree,,4.83,True,,5,5,"8,0",5,0,4,,,,1,research scientist,Yes,"3,0",88.0,1005.0,8556,2657.0,11,2657.0,0,3,4,1,3,"3,0"
848,,Yes,0,29,1994,Single,3,,,1.61,False,,1,0,,6,1,5,,,,1,research scientist,,"3,0",85.0,992.0,19757,,14,,0,3,3,3,4,"2,0"
849,"303,0",No,1,54,1969,Married,3,,,4.83,0,,4,2,"16,0",6,0,5,,,,2,sales executive,,"3,0",52.0,1147.0,17011,5940.0,14,5940.0,1,3,4,1,4,"3,0"
850,"305,0",No,1,33,1990,Married,4,,travel_rarely,6.44,1,,3,6,,3,1,1,,research & development,research scientist  -  research & development,1,research scientist,,"4,0",47.0,147.0,13248,2622.0,21,2622.0,0,2,3,2,4,"3,0"
851,"316,0",No,1,52,1971,Single,3,,travel_rarely,3.22,True,,3,7,,2,2,2,,,,1,laboratory technician,,"3,0",89.0,1323.0,3300,3212.0,15,3212.0,0,2,3,4,2,"2,0"
852,,No,0,59,1964,Married,2,Medical,travel_rarely,9.66,False,,2,8,,2,2,2,,human resources,human resources  -  human resources,1,human resources,,"3,0",,818.0,25657,,17,,0,3,2,3,4,"2,0"
853,,Yes,0,32,1991,Single,3,,,1.61,True,,2,0,"4,0",3,1,2,,,,1,laboratory technician,,"3,0",62.0,515.0,9571,,14,,0,2,4,3,4,"1,0"
854,"332,0",No,1,39,1984,Divorced,4,Medical,,38.62,0,"80,0",1,7,"7,0",3,1,2,,,,1,laboratory technician,No,"3,0",96.0,1431.0,15417,,14,,3,3,24,3,3,"3,0"
855,,No,0,32,1991,,4,Marketing,non-travel,41.84,True,"80,0",2,0,"4,0",3,2,2,,,,2,sales executive,No,"3,0",100.0,976.0,12069,,18,,0,3,3,4,1,"3,0"
856,"337,0",No,0,31,1992,Divorced,4,Medical,,4.83,True,,3,9,,2,2,2,,,,3,research director,No,"3,0",73.0,1327.0,13523,,12,,1,3,2,3,1,"3,0"
857,"338,0",No,1,33,1990,Married,4,Life Sciences,travel_rarely,8.05,Yes,,2,1,"2,0",2,0,2,,,,1,research scientist,,"3,0",63.0,832.0,14776,2911.0,13,2911.0,1,2,3,4,3,"2,0"
858,"341,0",No,0,45,1978,,4,Life Sciences,,37.01,Yes,,1,4,"9,0",3,0,2,,,,2,manufacturing director,,"3,0",77.0,1199.0,5118,,17,,1,4,1,3,4,"3,0"
859,"347,0",No,1,42,1981,Single,2,,,27.36,True,,1,3,,3,0,2,,research & development,research scientist  -  research & development,2,research scientist,Yes,"3,0",82.0,916.0,23016,,13,,0,4,4,1,3,"3,0"
860,"349,0",No,0,29,1994,Divorced,2,Marketing,,30.58,0,,2,2,,3,0,2,,,,2,sales executive,No,"3,0",45.0,1247.0,10732,6931.0,14,6931.0,1,3,4,4,4,"3,0"
861,"350,0",No,1,25,1998,Married,3,,travel_rarely,1.61,0,,3,0,"5,0",4,1,2,,,,2,manufacturing director,No,"3,0",62.0,685.0,7505,,12,,2,3,1,3,4,"3,0"
862,"362,0",No,0,32,1991,,1,,,3.22,0,"80,0",5,4,"9,0",6,0,4,,,,2,laboratory technician,No,"3,0",84.0,128.0,19737,2176.0,13,2176.0,0,2,4,1,4,"3,0"
863,,No,0,28,1995,Married,3,,travel_rarely,14.48,1,,3,1,,5,0,4,,,,1,research scientist,No,"4,0",94.0,1158.0,2613,,23,,1,3,4,4,4,
864,"379,0",No,0,21,2002,Single,2,,travel_rarely,4.83,0,"80,0",4,1,,3,1,0,,,,1,research scientist,No,"3,0",100.0,996.0,10531,3230.0,17,3230.0,0,2,4,3,1,"4,0"
865,"380,0",No,1,37,1986,divorced,4,Medical,non-travel,1.61,0,,2,2,,5,0,2,,,,3,research director,Yes,"3,0",80.0,728.0,11677,,18,,2,3,1,4,1,"3,0"
866,"393,0",No,0,38,1985,,4,Life Sciences,travel_rarely,37.01,False,"80,0",2,9,,2,1,2,,,,2,healthcare representative,,"3,0",82.0,688.0,18899,,14,,1,3,4,4,2,"3,0"
867,"394,0",Yes,0,26,1997,Divorced,4,Medical,travel_rarely,25.75,False,"80,0",2,2,,3,0,2,,,,1,laboratory technician,Yes,"3,0",45.0,1449.0,14180,,13,,1,3,1,2,4,"3,0"
868,"396,0",No,1,49,1974,Single,4,Life Sciences,,16.09,True,,4,9,,3,1,2,,,,5,research director,Yes,"3,0",,636.0,25594,18665.0,11,18665.0,0,3,3,1,4,"3,0"
869,,No,1,31,1992,Divorced,3,,travel_frequently,8.05,True,,5,1,"2,0",2,2,2,,sales,sales representative  -  sales,1,sales representative,,"3,0",84.0,444.0,3909,2789.0,11,2789.0,1,3,4,2,3,"2,0"
870,"403,0",No,0,37,1986,Married,3,Medical,travel_frequently,14.48,0,"80,0",3,1,,4,1,2,,,,1,research scientist,,"3,0",53.0,889.0,11411,,12,,3,3,2,4,3,"2,0"
871,"423,0",No,0,31,1992,Marreid,4,,travel_rarely,17.7,1,,4,0,,5,0,3,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",86.0,691.0,10077,,12,,1,3,11,4,3,"3,0"
872,"424,0",No,0,31,1992,,3,Human Resources,travel_rarely,3.22,False,,1,3,,2,1,0,,,,2,human resources,No,"3,0",62.0,106.0,17822,6410.0,12,6410.0,0,2,1,1,4,"3,0"
873,,No,0,31,1992,,4,,,3.22,True,,2,0,"3,0",2,2,2,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",32.0,,7747,,18,,1,3,3,4,2,"1,0"
874,"433,0",Yes,0,52,1971,,4,Medical,,27.36,False,"80,0",3,2,"11,0",8,7,7,,,,2,research scientist,No,,85.0,723.0,17747,4941.0,15,4941.0,0,2,17,2,1,"2,0"
875,"440,0",Yes,0,28,1995,Married,4,Medical,,3.22,True,,4,5,,3,2,2,,,,1,research scientist,Yes,"3,0",84.0,1157.0,24737,,13,,0,1,1,4,4,"2,0"
876,"447,0",No,0,47,1976,Married,5,,travel_rarely,8.05,False,"80,0",2,4,"21,0",3,1,1,,,,5,research director,,"3,0",42.0,1482.0,16375,,11,,1,3,4,3,2,"3,0"
877,"455,0",No,0,29,1994,,5,Other,,14.48,True,"80,0",2,0,"4,0",3,2,2,,,,1,laboratory technician,No,"3,0",30.0,738.0,7621,3983.0,17,3983.0,0,2,2,4,3,
878,"460,0",No,0,37,1986,,2,Medical,,8.05,Yes,,2,7,"8,0",6,0,4,,,,2,manufacturing director,No,"3,0",61.0,1192.0,23177,6347.0,16,6347.0,2,3,4,4,3,"2,0"
879,"465,0",No,0,23,2000,,1,,,41.84,0,,2,1,,4,0,2,,,,1,research scientist,,"3,0",83.0,1309.0,16092,2904.0,12,2904.0,2,3,3,4,3,"2,0"
880,"470,0",No,0,42,1981,Divorced,1,,travel_rarely,3.22,False,,5,0,"4,0",3,1,0,,human resources,human resources  -  human resources,1,human resources,Yes,"3,0",52.0,544.0,24017,2696.0,11,2696.0,1,3,3,3,3,"3,0"
881,"475,0",No,1,30,1993,,2,,,40.23,0,,2,7,"4,0",2,2,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",85.0,641.0,6069,,12,,1,3,4,3,2,"4,0"
882,"478,0",Yes,1,21,2002,Single,1,,,49.89,Yes,,3,1,"3,0",3,1,2,,,,1,sales representative,,"3,0",99.0,756.0,9150,2174.0,11,2174.0,0,2,1,2,3,"3,0"
883,"482,0",No,0,57,1966,,4,Medical,travel_rarely,1.61,1,,2,2,,3,1,2,,,,2,healthcare representative,No,"3,0",88.0,593.0,2967,6755.0,11,6755.0,0,3,4,3,3,"3,0"
884,,No,0,21,2002,Single,2,,,14.48,1,,3,1,"3,0",3,2,2,"2,0",,,1,sales representative,,"4,0",39.0,895.0,2851,,24,,0,3,1,4,3,"2,0"
885,,No,0,31,1992,,4,Life Sciences,travel_rarely,14.48,True,,5,0,"3,0",2,2,2,,,,1,research scientist,,"3,0",42.0,408.0,7551,2657.0,16,2657.0,0,2,3,2,4,"3,0"
886,"495,0",No,0,29,1994,,3,,,27.36,0,,4,9,"6,0",3,1,2,,research & development,research scientist  -  research & development,1,research scientist,No,,54.0,1283.0,18168,,16,,0,3,17,4,4,"3,0"
887,,No,0,27,1996,,2,,travel_rarely,1.61,1,"80,0",2,1,"5,0",5,0,4,,,,1,laboratory technician,No,"3,0",82.0,1469.0,17881,,11,,1,3,4,2,2,"3,0"
888,,No,0,49,1974,Single,3,Other,travel_rarely,11.27,Yes,,2,8,,5,0,0,,,,3,healthcare representative,No,"4,0",31.0,1261.0,12066,10965.0,24,10965.0,0,2,2,3,3,"3,0"
889,"501,0",No,1,36,1987,Married,3,,travel_rarely,3.22,Yes,,3,4,,2,2,2,,,,1,research scientist,No,"3,0",96.0,329.0,11868,2543.0,13,2543.0,1,3,4,3,2,"3,0"
890,"502,0",Yes,0,34,1989,,3,Marketing,non-travel,30.58,1,,3,8,,5,0,4,,,,2,sales executive,Yes,"3,0",67.0,1362.0,4652,5304.0,13,5304.0,0,4,1,4,2,"2,0"
891,"507,0",No,1,24,1999,Divorced,4,Marketing,,16.09,True,,2,1,,5,0,3,,,,2,sales executive,Yes,"3,0",77.0,1371.0,5915,,12,,1,3,4,3,4,"4,0"
892,"517,0",No,1,42,1981,,4,,,1.61,Yes,"80,0",5,3,"8,0",5,1,2,,,,1,laboratory technician,No,"3,0",,201.0,20490,,16,,1,3,2,1,2,"3,0"
893,"522,0",No,0,54,1969,Married,2,Medical,,8.05,0,"80,0",4,4,"24,0",4,1,2,,,,5,research director,,"3,0",86.0,821.0,8509,19406.0,11,19406.0,1,3,1,1,3,"2,0"
894,"523,0",No,1,34,1989,Married,4,,,6.44,1,,3,9,,3,1,2,,,,2,sales executive,No,"3,0",72.0,1381.0,12740,6538.0,15,6538.0,1,3,3,3,1,"3,0"
895,"525,0",No,0,43,1980,,3,,,33.8,True,"80,0",1,7,,3,1,2,,,,1,laboratory technician,,"4,0",61.0,313.0,15238,2258.0,20,2258.0,1,3,4,4,1,"3,0"
896,"526,0",No,1,43,1980,,4,Other,travel_rarely,12.87,1,,3,4,,5,0,2,,,,2,healthcare representative,Yes,"3,0",74.0,1473.0,2227,,14,,0,3,3,3,4,"3,0"
897,"530,0",No,0,31,1992,Married,2,,travel_rarely,1.61,0,"80,0",3,1,"4,0",4,3,2,,,,1,laboratory technician,No,"3,0",98.0,329.0,16193,2218.0,12,2218.0,1,2,4,1,3,
898,,Yes,0,25,1998,Married,3,Medical,travel_rarely,4.83,Yes,"80,0",5,5,"6,0",2,0,2,,,,1,laboratory technician,No,"3,0",91.0,688.0,9396,,13,,1,3,1,1,3,
899,"544,0",No,0,45,1978,Married,2,Life Sciences,,16.09,1,,3,3,"8,0",2,0,2,,,,1,research scientist,No,,69.0,192.0,9655,2654.0,21,2654.0,2,3,1,4,4,"2,0"
900,,No,1,52,1971,Married,2,Life Sciences,travel_rarely,6.44,False,,2,2,"31,0",5,1,4,,,,4,manager,No,"3,0",,1490.0,10310,,13,,0,3,4,4,4,"1,0"
901,"555,0",Yes,1,34,1989,,2,,travel_frequently,9.66,True,,3,0,"3,0",2,1,0,,,,1,sales representative,No,"3,0",33.0,296.0,12253,,16,,1,1,4,3,4,"2,0"
902,,No,1,26,1997,Divorced,3,Life Sciences,travel_rarely,37.01,1,,3,1,,3,0,2,,,,1,research scientist,No,"4,0",90.0,1349.0,3032,,22,,2,3,1,4,2,"1,0"
903,"564,0",No,0,29,1994,,4,,,4.83,Yes,,2,1,,10,0,7,,,,3,research director,No,"3,0",93.0,986.0,21526,11935.0,18,11935.0,0,2,2,3,3,"3,0"
904,,Yes,1,29,1994,Married,5,Technical Degree,,40.23,0,,2,5,"6,0",2,1,1,,,,1,research scientist,No,"3,0",71.0,408.0,18300,2546.0,16,2546.0,0,2,3,2,2,"4,0"
905,,No,0,46,1977,Married,3,Life Sciences,,3.22,0,"80,0",2,6,,3,0,1,,,,4,research director,No,"3,0",51.0,1009.0,2288,17861.0,13,17861.0,0,3,1,3,3,"1,0"
906,"580,0",No,1,46,1977,,3,Marketing,,16.09,0,"80,0",3,2,"15,0",3,1,2,,,,3,sales executive,,"3,0",94.0,1125.0,11563,,19,,1,2,3,4,3,"3,0"
907,"585,0",No,0,30,1993,Single,1,Marketing,travel_rarely,11.27,True,"80,0",3,0,,3,1,2,,sales,sales representative  -  sales,1,sales representative,,"3,0",57.0,413.0,18398,,14,,0,3,4,2,1,"3,0"
908,,Yes,1,34,1989,Divorced,3,,travel_frequently,37.01,False,,2,9,,3,0,2,,human resources,human resources  -  human resources,3,human resources,Yes,"3,0",43.0,988.0,11533,,15,,3,3,2,1,3,"3,0"
909,"591,0",No,0,42,1981,Married,2,Other,,8.05,Yes,,4,4,,2,2,0,,,,1,laboratory technician,No,"3,0",97.0,1474.0,9260,,17,,1,3,2,3,4,
910,"593,0",Yes,0,22,2001,Single,1,Technical Degree,,40.23,1,,3,5,"4,0",2,1,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",99.0,1368.0,9129,3894.0,16,3894.0,0,2,3,3,3,"3,0"
911,"611,0",No,0,29,1994,Divorced,3,Technical Degree,travel_rarely,30.58,Yes,,2,4,"8,0",3,1,2,"2,0",,,2,manufacturing director,No,"3,0",34.0,232.0,22645,4262.0,12,4262.0,2,3,4,4,2,"4,0"
912,"624,0",No,1,46,1977,Married,1,Medical,travel_frequently,28.97,1,,3,5,,2,1,2,,research & development,healthcare representative  -  research & development,3,healthcare representative,No,"3,0",86.0,1034.0,8984,10527.0,11,10527.0,0,3,1,3,4,"2,0"
913,"631,0",Yes,0,32,1991,,4,Other,,17.7,1,"80,0",2,8,,4,1,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",,1474.0,23914,,12,,0,4,4,3,4,"3,0"
914,"632,0",No,0,24,1999,,3,Medical,,38.62,0,,3,0,"3,0",2,2,1,,,,1,sales representative,No,"3,0",38.0,,5530,2400.0,13,2400.0,2,3,4,4,3,"3,0"
915,"652,0",No,0,35,1988,Single,2,,travel_rarely,40.23,False,,3,4,,3,0,2,,,,2,laboratory technician,No,"3,0",54.0,538.0,14004,3681.0,14,3681.0,0,2,1,4,4,"3,0"
916,"659,0",No,1,42,1981,Married,4,Life Sciences,,3.22,1,,4,1,"10,0",10,2,2,,,,2,healthcare representative,No,"3,0",81.0,622.0,5718,,13,,2,3,3,4,2,"3,0"
917,"664,0",No,1,48,1975,Married,4,,travel_rarely,1.61,1,,3,7,"21,0",3,0,2,,,,4,manager,No,"3,0",40.0,1236.0,17997,,11,,1,2,4,1,1,"1,0"
918,"665,0",No,1,44,1979,,4,,travel_rarely,1.61,True,,1,4,"10,0",2,0,2,"2,0",,,2,human resources,No,,50.0,1112.0,26894,,11,,0,2,1,3,2,"4,0"
919,"666,0",No,1,34,1989,,3,,,22.53,True,,3,1,"8,0",8,0,6,,sales,sales representative  -  sales,1,sales representative,Yes,"3,0",31.0,204.0,2912,,18,,2,3,3,3,4,"3,0"
920,,No,0,21,2002,,1,Technical Degree,,35.41,True,,2,1,,3,1,2,,,,1,sales representative,,,49.0,1343.0,24444,3447.0,11,3447.0,0,3,3,3,3,"3,0"
921,"671,0",No,0,44,1979,,4,,travel_rarely,4.83,Yes,,2,4,"26,0",2,0,1,,,,5,manager,,"3,0",35.0,1315.0,9358,19513.0,12,19513.0,1,3,4,4,1,"4,0"
922,"675,0",No,0,22,2001,Married,1,Medical,travel_rarely,9.66,True,"80,0",3,0,,2,2,2,,,,1,research scientist,,"4,0",69.0,,12145,,20,,0,3,1,3,4,"3,0"
923,"686,0",No,1,26,1997,,3,,travel_rarely,9.66,0,,2,1,,3,0,2,,,,1,laboratory technician,Yes,,71.0,991.0,17759,2659.0,13,2659.0,1,3,3,4,3,"3,0"
924,"699,0",No,0,36,1987,,2,Medical,,14.48,1,,2,2,"13,0",3,0,2,,,,2,manufacturing director,Yes,"3,0",48.0,913.0,13934,8847.0,11,8847.0,1,2,2,2,3,"3,0"
925,,No,0,27,1996,Single,4,Medical,,4.83,True,,0,0,"5,0",4,1,1,,,,1,research scientist,,"3,0",54.0,1115.0,15174,2045.0,13,2045.0,0,2,1,4,4,"3,0"
926,"705,0",No,0,23,2000,,3,,travel_rarely,6.44,False,,3,2,"5,0",3,0,2,,,,1,research scientist,,"3,0",58.0,885.0,8544,,16,,1,4,1,1,1,"4,0"
927,"707,0",No,0,25,1998,,3,Life Sciences,,12.87,0,,4,0,"4,0",3,1,2,,,,2,sales executive,No,"4,0",57.0,810.0,15678,4851.0,22,4851.0,1,4,4,2,3,"3,0"
928,"712,0",No,0,48,1975,Marreid,1,,,22.53,Yes,,3,3,,2,2,2,,,,2,sales executive,,"3,0",56.0,817.0,18597,8120.0,12,8120.0,0,4,14,2,4,"3,0"
929,,Yes,1,24,1999,Single,2,Life Sciences,travel_rarely,4.83,Yes,,3,9,,2,2,0,,,,2,sales executive,No,"3,0",65.0,693.0,24785,4577.0,14,4577.0,0,3,1,3,1,"3,0"
930,"732,0",No,0,60,1963,Single,4,,travel_rarely,25.75,0,"80,0",1,8,"10,0",2,2,2,,,,2,sales executive,No,"3,0",84.0,1179.0,11924,5405.0,14,5405.0,0,3,1,1,4,"3,0"
931,"738,0",No,0,50,1973,Married,4,Marketing,,12.87,True,,2,7,"4,0",2,2,2,,,,1,sales representative,No,"3,0",54.0,316.0,9983,,15,,1,3,4,2,4,"3,0"
932,"744,0",No,0,44,1979,Single,3,,non-travel,38.62,0,,5,2,"9,0",5,1,4,,,,1,laboratory technician,,"3,0",49.0,381.0,2104,3708.0,14,3708.0,0,1,1,3,3,"3,0"
933,"746,0",No,1,47,1976,Divorced,3,,travel_frequently,4.83,Yes,,2,9,"28,0",22,11,13,,,,4,sales executive,Yes,"3,0",49.0,217.0,10225,13770.0,12,13770.0,2,3,4,3,4,"2,0"
934,"752,0",Yes,0,42,1981,Divorced,3,,,30.58,1,,2,6,,2,2,2,,,,1,research scientist,,"3,0",57.0,933.0,20366,,12,,0,4,3,3,4,"3,0"
935,"754,0",No,0,43,1980,Married,3,Life Sciences,travel_frequently,24.14,True,,5,3,"7,0",2,2,2,,,,2,sales executive,,,47.0,775.0,23683,,18,,1,2,4,4,3,"3,0"
936,,No,1,40,1983,Single,1,,,3.22,0,,2,0,"5,0",4,2,3,,,,1,research scientist,,"4,0",86.0,804.0,22929,,20,,0,2,4,4,4,"2,0"
937,,No,0,29,1994,,3,,,16.09,0,"80,0",2,1,,2,2,2,,sales,sales representative  -  sales,1,sales representative,No,"3,0",83.0,1090.0,17967,2297.0,14,2297.0,2,3,4,2,4,"3,0"
938,"769,0",No,0,53,1970,Single,3,,,9.66,False,,4,2,"19,0",2,2,2,,,,2,laboratory technician,,"3,0",86.0,346.0,10919,2450.0,17,2450.0,0,3,4,4,4,"3,0"
939,,No,0,23,2000,Single,1,Medical,travel_rarely,19.31,0,"80,0",3,1,,2,0,2,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",79.0,310.0,19630,,18,,0,4,1,3,4,"3,0"
940,,Yes,0,55,1968,,3,Medical,,3.22,False,,2,5,"24,0",5,1,4,,,,5,manager,Yes,"3,0",78.0,725.0,21199,,13,,1,3,4,1,4,"3,0"
941,"792,0",No,1,26,1997,,2,Life Sciences,travel_frequently,1.61,1,"80,0",2,3,,2,2,0,,,,1,laboratory technician,No,"3,0",71.0,575.0,5288,,14,,1,1,1,4,1,"3,0"
942,"797,0",No,1,34,1989,Single,4,,travel_rarely,1.61,False,"80,0",2,2,,4,1,3,,,,1,research scientist,No,"3,0",72.0,182.0,13551,,16,,0,4,2,4,3,"3,0"
943,"800,0",No,0,27,1996,Married,1,Marketing,,12.87,Yes,,3,0,"5,0",4,1,1,,,,2,sales executive,,"3,0",84.0,829.0,24008,4342.0,19,4342.0,1,3,3,4,2,"3,0"
944,,No,1,35,1988,,4,,travel_rarely,12.87,True,,1,1,"3,0",3,0,2,,,,1,sales representative,No,"3,0",72.0,384.0,20317,2572.0,16,2572.0,1,3,1,4,2,"2,0"
945,"806,0",No,0,30,1993,Married,3,,travel_rarely,28.97,Yes,,2,3,"7,0",2,0,2,,,,1,laboratory technician,No,,38.0,921.0,24375,,21,,2,1,4,3,3,"3,0"
946,,No,1,34,1989,,2,,,12.87,1,,1,5,,3,1,2,,,,2,sales executive,No,"3,0",93.0,1111.0,13305,6500.0,17,6500.0,1,3,3,1,2,"3,0"
947,"813,0",No,1,52,1971,,4,Life Sciences,travel_rarely,40.23,Yes,"80,0",3,8,"9,0",5,1,4,,research & development,laboratory technician  -  research & development,2,laboratory technician,,"4,0",82.0,1325.0,21821,3149.0,20,3149.0,1,3,25,3,2,"3,0"
948,"819,0",Yes,1,33,1990,Single,3,Marketing,travel_rarely,25.75,False,,3,5,,3,0,2,,,,2,sales executive,,"3,0",69.0,118.0,26507,5324.0,15,5324.0,0,3,1,1,3,"3,0"
949,,No,1,35,1988,Single,4,,travel_rarely,32.19,False,,0,3,"7,0",2,2,2,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",40.0,1258.0,13301,,13,,0,4,20,3,3,"3,0"
950,,Yes,0,28,1995,Single,4,,,3.22,1,,3,6,"5,0",2,2,1,,,,1,research scientist,No,"3,0",,890.0,16374,4382.0,17,4382.0,0,3,3,3,4,"2,0"
951,,No,0,36,1987,Married,3,Human Resources,travel_rarely,20.92,1,,2,4,,5,0,4,,,,1,human resources,,"3,0",36.0,1041.0,25527,,13,,1,3,3,2,2,"3,0"
952,"838,0",No,1,34,1989,Single,4,,travel_frequently,25.75,True,"80,0",3,1,"6,0",5,1,3,,research & development,research scientist  -  research & development,1,research scientist,No,"3,0",100.0,702.0,8306,2553.0,16,2553.0,0,2,3,4,3,"3,0"
953,"847,0",No,0,34,1989,,2,,,4.83,False,,1,0,"4,0",3,0,2,,,,1,human resources,,"3,0",,829.0,2243,,19,,1,3,3,4,3,"1,0"
