,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_satisfaccion_relaciones,nivel_satisfaccion_conciliacion
722,0,No,female,29,1994,ns/nc,1,Medical,travel rarely,11,no,part time,5,6,8,4,0,3,sin asignar,1,laboratory technician,No,3,62.0,1086.0,6054.0,2532.0,14,3,2,1,4,3,3
723,983,No,female,38,1985,ns/nc,3,ns/nc,non travel,16,yes,part time,1,1,6,5,1,3,sin asignar,2,sales executive,Yes,3,85.0,152.0,19899.0,5666.0,13,0,3,3,4,2,3
724,996,No,female,45,1978,divorced,4,ns/nc,travel rarely,1,no,part time,2,3,8,5,0,2,research & development,1,laboratory technician,No,3,91.0,974.0,11005.0,4859.0,14,2,3,4,4,4,3
725,1011,No,female,31,1992,ns/nc,1,ns/nc,travel frequently,1,no,full time,1,1,4,4,0,3,sin asignar,2,manufacturing director,No,3,0.0,853.0,11275.0,4859.0,12,1,3,3,1,3,3
726,1019,No,male,22,2001,ns/nc,1,Life Sciences,non travel,12,yes,full time,3,1,4,4,1,1,research & development,1,laboratory technician,No,3,94.0,217.0,6881.0,4859.0,15,1,1,2,1,1,2
727,1032,No,female,59,1964,ns/nc,3,ns/nc,travel rarely,3,no,part time,4,3,11,5,4,3,sin asignar,4,manufacturing director,No,3,69.0,715.0,21829.0,13726.0,13,0,2,3,4,1,3
728,1045,No,female,45,1978,married,2,ns/nc,non travel,17,no,full time,4,3,26,9,1,1,sales,4,manager,No,3,90.0,1234.0,5404.0,4859.0,13,1,3,4,4,2,4
729,1049,No,male,45,1978,ns/nc,4,ns/nc,travel rarely,38,yes,full time,3,1,11,6,0,4,sin asignar,1,human resources,No,3,36.0,788.0,8318.0,4859.0,16,0,3,2,2,1,3
730,0,No,female,37,1986,ns/nc,3,ns/nc,travel rarely,4,yes,full time,3,3,8,4,0,1,sin asignar,2,healthcare representative,No,3,35.0,124.0,13848.0,4107.0,15,0,3,4,2,1,2
731,1068,No,female,26,1997,ns/nc,1,Medical,non travel,41,no,part time,5,1,11,5,1,3,sin asignar,1,research scientist,No,3,66.0,921.0,25265.0,4859.0,13,2,2,1,3,3,3
732,0,No,male,26,1997,married,2,Medical,non travel,1,yes,full time,2,1,6,5,1,3,sin asignar,1,laboratory technician,No,3,59.0,192.0,11141.0,4859.0,16,2,2,1,1,1,3
733,1136,No,male,28,1995,married,1,ns/nc,non travel,67,yes,part time,2,0,11,5,0,4,sin asignar,1,research scientist,No,3,67.0,0.0,19911.0,4859.0,17,0,2,4,2,1,1
734,0,No,male,24,1999,single,3,Medical,non travel,38,no,full time,2,8,6,4,1,2,sin asignar,1,laboratory technician,No,4,49.0,477.0,6409.0,3597.0,22,0,3,4,2,4,3
735,1179,No,male,30,1993,married,3,Marketing,travel rarely,16,no,full time,3,1,11,10,1,4,sin asignar,2,sales executive,No,3,72.0,852.0,2706.0,4859.0,18,1,2,3,3,1,3
736,1188,Yes,female,43,1980,single,3,ns/nc,non travel,14,yes,full time,2,8,7,4,1,3,sin asignar,2,sales executive,No,3,85.0,1372.0,9489.0,4859.0,13,0,1,1,3,2,2
737,1211,No,male,30,1993,divorced,4,Life Sciences,travel rarely,46,no,full time,3,8,8,4,0,3,sin asignar,2,sales executive,No,3,61.0,1329.0,13192.0,4115.0,19,3,3,3,1,3,3
738,1228,No,male,46,1977,divorced,4,Technical Degree,travel rarely,3,yes,full time,3,2,11,6,1,4,sin asignar,2,manufacturing director,No,3,60.0,150.0,17433.0,4859.0,11,1,3,4,4,3,2
739,1231,No,male,42,1981,married,5,ns/nc,non travel,3,yes,full time,3,7,11,4,0,3,human resources,2,human resources,No,3,79.0,0.0,12858.0,6272.0,16,1,4,4,1,1,4
740,0,No,male,25,1998,single,4,Life Sciences,non travel,16,no,full time,4,0,5,4,1,1,sin asignar,2,sales executive,No,3,57.0,0.0,20623.0,4859.0,14,0,3,3,4,2,3
741,1259,No,male,27,1996,divorced,2,ns/nc,non travel,6,yes,full time,2,1,11,5,0,3,sin asignar,1,research scientist,No,3,76.0,1167.0,3208.0,2517.0,11,3,3,1,3,2,3
742,1338,No,male,56,1967,single,4,Life Sciences,travel rarely,12,no,full time,4,6,36,7,7,7,sin asignar,5,manager,No,3,99.0,206.0,4022.0,4859.0,14,0,3,4,2,1,3
743,1349,No,female,41,1982,ns/nc,3,Marketing,travel frequently,1,yes,full time,2,0,11,9,1,7,sales,2,sales executive,No,3,66.0,0.0,4297.0,4859.0,17,1,3,3,1,4,3
744,1387,No,male,28,1995,married,3,Life Sciences,non travel,41,yes,full time,0,1,5,5,0,4,sin asignar,2,sales executive,No,3,48.0,736.0,24232.0,4859.0,11,1,2,3,1,3,3
745,1401,No,female,52,1971,married,2,ns/nc,travel frequently,45,yes,full time,3,2,11,5,0,2,sin asignar,4,manufacturing director,No,3,59.0,322.0,9731.0,4859.0,11,1,4,4,3,2,2
746,1407,No,male,26,1997,single,1,Medical,travel rarely,3,yes,full time,2,0,5,4,1,1,sin asignar,1,research scientist,No,3,36.0,683.0,4050.0,3904.0,12,0,2,1,4,4,3
747,1420,Yes,male,49,1974,ns/nc,2,ns/nc,travel frequently,45,yes,part time,2,3,20,4,1,3,sin asignar,2,laboratory technician,No,4,97.0,1475.0,22710.0,4859.0,20,0,2,1,1,1,3
748,1431,No,male,34,1989,ns/nc,4,Other,travel frequently,1,yes,part time,2,5,10,4,1,3,sin asignar,1,research scientist,No,3,91.0,560.0,20284.0,4859.0,14,2,3,4,1,3,3
749,1446,No,male,32,1991,ns/nc,5,Marketing,non travel,11,yes,part time,3,4,7,4,0,3,sin asignar,2,sales executive,No,3,97.0,0.0,23343.0,9204.0,12,1,3,4,4,3,3
750,1477,No,male,33,1990,ns/nc,3,Medical,non travel,11,no,full time,2,0,5,4,0,3,sin asignar,2,sales executive,No,3,54.0,0.0,17456.0,4373.0,14,2,3,4,1,1,3
751,1487,Yes,female,29,1994,single,3,ns/nc,non travel,20,no,full time,4,5,7,5,0,0,sales,2,sales executive,No,3,51.0,115.0,17485.0,4859.0,11,0,3,1,2,1,1
752,1499,No,male,30,1993,ns/nc,3,Life Sciences,non travel,25,no,part time,3,0,6,5,1,3,sin asignar,1,human resources,No,4,46.0,0.0,15428.0,2064.0,21,1,3,3,3,1,4
753,1533,No,male,23,2000,single,1,Life Sciences,non travel,17,no,full time,2,0,5,4,1,2,research & development,2,laboratory technician,No,3,97.0,507.0,24812.0,4859.0,14,0,3,1,3,2,3
754,1545,No,male,33,1990,ns/nc,3,ns/nc,non travel,40,yes,full time,2,1,5,5,0,2,sin asignar,2,manufacturing director,No,3,44.0,575.0,24152.0,4859.0,13,0,2,4,2,4,3
755,1554,No,female,35,1988,married,4,ns/nc,non travel,45,yes,full time,5,0,6,5,4,2,sin asignar,1,sales representative,No,4,98.0,0.0,26204.0,2430.0,23,2,2,2,3,1,3
756,1563,No,male,38,1985,ns/nc,4,ns/nc,travel frequently,16,yes,full time,2,3,10,6,1,2,sin asignar,2,human resources,No,3,71.0,888.0,14814.0,4859.0,11,0,3,3,3,3,3
757,1622,No,female,28,1995,divorced,3,ns/nc,non travel,43,yes,full time,5,0,6,5,0,0,sin asignar,2,manufacturing director,No,4,39.0,580.0,20460.0,4877.0,21,1,1,2,1,2,2
758,1631,No,male,37,1986,ns/nc,3,Life Sciences,non travel,30,no,full time,2,3,11,4,0,2,sin asignar,2,manufacturing director,No,3,85.0,671.0,26493.0,4859.0,17,3,3,3,3,1,2
759,1646,No,female,24,1999,ns/nc,1,Technical Degree,non travel,3,no,full time,2,1,6,6,1,3,research & development,1,research scientist,No,3,32.0,567.0,17218.0,3760.0,13,0,3,1,4,3,3
760,1659,No,male,36,1987,ns/nc,3,ns/nc,non travel,11,yes,full time,4,2,11,4,1,3,sin asignar,1,laboratory technician,No,3,77.0,311.0,10950.0,2013.0,11,0,3,1,2,3,3
761,0,No,female,38,1985,ns/nc,3,ns/nc,travel frequently,3,no,full time,3,1,4,4,3,3,sin asignar,1,laboratory technician,No,4,42.0,148.0,23826.0,4859.0,22,0,2,4,2,2,3
762,1689,No,male,53,1970,married,4,Medical,travel rarely,38,no,full time,2,3,11,4,1,2,sin asignar,3,healthcare representative,No,3,48.0,1395.0,3458.0,4859.0,15,0,4,2,4,3,3
763,1700,No,male,37,1986,ns/nc,4,ns/nc,travel frequently,1,yes,full time,2,1,6,6,1,3,sin asignar,2,sales executive,No,3,31.0,1278.0,7677.0,4859.0,14,2,1,3,4,3,2
764,0,No,male,24,1999,married,3,Medical,non travel,19,yes,full time,1,1,5,5,0,4,research & development,1,research scientist,No,3,62.0,581.0,17616.0,4859.0,16,1,4,3,3,4,3
765,0,No,female,29,1994,ns/nc,4,Medical,travel rarely,14,no,full time,2,9,11,5,1,2,sin asignar,1,laboratory technician,No,3,43.0,1082.0,25412.0,2974.0,17,1,3,4,3,3,3
766,1739,No,male,32,1991,married,3,ns/nc,travel rarely,30,no,full time,2,3,11,4,0,2,sin asignar,3,sales executive,No,3,80.0,371.0,3840.0,4859.0,13,1,1,4,3,3,1
767,1768,No,male,42,1981,divorced,3,Medical,travel rarely,19,yes,full time,6,8,7,5,0,4,sin asignar,1,laboratory technician,No,4,57.0,855.0,8952.0,2766.0,22,3,3,2,2,2,2
768,1772,No,male,41,1982,divorced,4,Life Sciences,non travel,14,yes,part time,2,1,5,5,0,4,sin asignar,1,laboratory technician,No,4,94.0,548.0,20520.0,4859.0,20,2,3,3,1,2,3
769,1792,Yes,male,44,1979,ns/nc,2,ns/nc,non travel,1,yes,full time,2,1,11,5,2,3,sin asignar,1,research scientist,Yes,3,99.0,429.0,11092.0,4859.0,12,3,3,3,2,3,2
770,0,No,male,28,1995,married,3,ns/nc,travel rarely,1,yes,full time,6,1,5,5,0,3,sin asignar,1,research scientist,No,3,82.0,1181.0,5531.0,4859.0,11,1,3,3,4,3,4
771,1800,No,male,39,1984,single,1,Medical,non travel,16,yes,part time,3,7,11,4,2,2,research & development,3,research director,No,4,65.0,1253.0,7914.0,4859.0,21,0,3,3,3,3,3
772,0,No,female,40,1983,married,2,Life Sciences,non travel,3,yes,part time,5,4,7,4,0,2,sin asignar,1,laboratory technician,No,3,99.0,616.0,25605.0,3377.0,17,1,3,3,1,4,2
773,0,Yes,male,37,1986,single,4,ns/nc,travel rarely,16,yes,part time,4,1,10,10,0,8,sin asignar,2,manufacturing director,No,3,58.0,370.0,4992.0,4213.0,15,0,3,4,1,2,3
774,1822,No,female,40,1983,ns/nc,3,ns/nc,non travel,1,yes,full time,3,4,12,5,0,3,sin asignar,2,healthcare representative,No,3,52.0,1194.0,9060.0,6513.0,17,1,3,3,4,4,3
775,0,No,male,26,1997,ns/nc,3,ns/nc,travel rarely,16,no,full time,4,1,11,5,1,2,sales,2,sales executive,No,3,46.0,572.0,9125.0,4859.0,13,0,3,3,4,1,3
776,1854,No,male,42,1981,married,4,Technical Degree,non travel,16,no,full time,1,3,10,6,3,3,sin asignar,1,research scientist,No,4,38.0,355.0,6161.0,4859.0,22,2,3,3,3,2,2
777,1882,No,male,34,1989,married,3,ns/nc,travel rarely,6,yes,full time,3,2,9,5,1,0,sin asignar,3,sales executive,Yes,3,64.0,1480.0,24444.0,4859.0,13,3,3,3,4,4,3
778,1885,No,male,37,1986,ns/nc,4,Medical,travel rarely,11,yes,full time,2,5,16,5,0,4,sin asignar,2,research scientist,No,4,78.0,783.0,13588.0,4284.0,22,1,3,4,1,3,3
779,1931,No,male,27,1996,ns/nc,4,Technical Degree,non travel,3,no,full time,3,1,6,5,1,2,sin asignar,1,research scientist,No,3,41.0,1354.0,6073.0,2226.0,11,1,3,2,2,3,2
780,1945,No,male,35,1988,ns/nc,4,ns/nc,travel rarely,28,yes,full time,2,0,11,5,0,4,sin asignar,2,sales executive,No,3,71.0,682.0,15975.0,5561.0,16,1,3,2,1,4,1
781,1947,No,male,28,1995,single,3,Medical,non travel,25,yes,full time,3,1,5,5,1,4,sin asignar,1,research scientist,No,3,49.0,1103.0,2122.0,2144.0,14,0,3,3,3,3,2
782,1954,No,male,29,1994,married,3,Life Sciences,non travel,1,no,full time,5,0,6,5,0,2,sin asignar,2,healthcare representative,No,3,89.0,136.0,6225.0,5373.0,12,1,3,1,1,1,2
783,1969,No,female,54,1969,married,2,ns/nc,non travel,14,no,full time,6,3,9,4,2,3,research & development,2,research scientist,No,3,67.0,155.0,22474.0,2897.0,11,2,3,1,3,3,2
784,1981,No,male,24,1999,single,2,Life Sciences,travel rarely,65,yes,full time,2,1,4,4,1,2,sin asignar,2,healthcare representative,No,3,45.0,771.0,14120.0,4859.0,12,0,2,4,3,2,2
785,1997,No,male,38,1985,married,4,ns/nc,travel frequently,9,no,full time,1,2,10,8,7,7,sin asignar,2,manufacturing director,No,3,72.0,508.0,14284.0,5321.0,11,1,2,1,3,4,3
786,1998,No,male,42,1981,ns/nc,4,ns/nc,non travel,28,yes,full time,3,6,9,4,1,2,sin asignar,2,research scientist,No,3,35.0,557.0,11189.0,5410.0,17,1,3,4,1,3,2
787,1999,No,male,41,1982,ns/nc,3,Life Sciences,non travel,1,yes,full time,3,3,11,5,1,0,sin asignar,1,research scientist,No,3,76.0,642.0,21412.0,2782.0,22,1,3,4,4,1,3
788,2018,No,female,25,1998,ns/nc,2,ns/nc,travel rarely,12,yes,full time,3,0,6,5,0,4,sin asignar,2,sales executive,Yes,4,85.0,1382.0,13684.0,4859.0,22,1,3,1,3,2,2
789,0,No,male,44,1979,single,3,Medical,non travel,1,yes,full time,2,6,6,4,1,2,sin asignar,1,research scientist,Yes,3,42.0,1037.0,13422.0,4859.0,12,0,3,2,4,3,3
790,2044,Yes,male,50,1973,ns/nc,4,ns/nc,non travel,1,yes,full time,3,7,12,6,0,1,sin asignar,2,sales executive,No,3,94.0,878.0,14255.0,4859.0,12,2,3,2,3,4,3
791,0,No,female,36,1987,married,4,Marketing,non travel,17,no,full time,2,4,8,6,0,0,sales,2,sales executive,No,3,100.0,1120.0,14369.0,4859.0,13,1,2,2,4,1,2
792,2046,No,female,45,1978,ns/nc,3,ns/nc,non travel,32,yes,full time,3,8,11,5,0,1,sin asignar,2,sales executive,No,3,50.0,374.0,23333.0,4850.0,15,0,3,4,3,3,3
793,0,No,female,40,1983,married,4,ns/nc,non travel,3,yes,full time,2,2,20,5,0,2,sin asignar,1,research scientist,No,3,98.0,1194.0,12549.0,2001.0,14,3,3,3,3,2,3
794,2052,No,female,35,1988,married,4,ns/nc,travel rarely,1,yes,full time,5,1,4,4,1,1,sin asignar,1,research scientist,No,3,62.0,287.0,8952.0,4859.0,12,1,1,3,4,4,3
795,2053,No,male,29,1994,ns/nc,2,Other,travel rarely,20,no,full time,2,4,10,4,0,3,sin asignar,2,laboratory technician,No,3,46.0,0.0,23679.0,4859.0,13,1,2,4,2,1,3
796,2068,No,male,34,1989,ns/nc,3,ns/nc,non travel,12,yes,full time,3,2,11,4,1,2,sin asignar,2,laboratory technician,No,3,82.0,0.0,10228.0,4404.0,12,0,4,2,3,1,4
797,7,No,male,27,1996,married,1,ns/nc,travel rarely,3,no,part time,3,9,6,2,2,2,sin asignar,1,laboratory technician,No,3,40.0,591.0,16632.0,4859.0,12,1,3,1,2,4,3
798,16,No,male,31,1992,divorced,1,ns/nc,non travel,41,yes,full time,1,1,5,5,4,3,research & development,1,research scientist,No,3,0.0,670.0,15170.0,4859.0,17,1,3,1,3,4,2
799,18,No,male,34,1989,divorced,2,ns/nc,travel rarely,61,yes,full time,2,0,3,2,1,2,sin asignar,1,laboratory technician,No,3,93.0,1346.0,8758.0,4859.0,11,1,3,2,4,3,3
800,19,Yes,male,28,1995,single,3,Life Sciences,travel rarely,38,yes,full time,4,5,6,4,0,3,research & development,1,laboratory technician,Yes,3,50.0,103.0,12947.0,4859.0,14,0,2,3,3,2,3
801,21,No,male,32,1991,divorced,2,ns/nc,travel rarely,8,yes,part time,5,0,7,6,0,5,sin asignar,1,research scientist,Yes,3,80.0,334.0,15053.0,4859.0,12,2,4,1,2,4,2
802,24,No,male,38,1985,single,3,Life Sciences,non travel,3,yes,full time,3,5,6,3,1,2,research & development,1,research scientist,Yes,3,45.0,371.0,4306.0,3944.0,11,0,3,4,4,3,3
803,26,No,female,24,1999,ns/nc,2,ns/nc,non travel,17,yes,full time,5,0,5,4,1,3,sin asignar,2,manufacturing director,No,3,96.0,673.0,8232.0,4859.0,18,1,4,1,3,4,2
804,31,Yes,male,34,1989,single,1,ns/nc,non travel,9,yes,full time,2,2,11,4,1,3,sin asignar,1,research scientist,No,3,83.0,699.0,17102.0,2960.0,11,0,3,2,1,3,3
805,33,Yes,female,32,1991,ns/nc,1,ns/nc,travel frequently,25,no,full time,5,1,11,10,6,7,research & development,1,research scientist,No,3,72.0,0.0,4681.0,4859.0,22,0,1,2,1,2,3
806,38,No,female,46,1977,single,4,Marketing,travel rarely,3,no,full time,2,3,22,2,2,1,sin asignar,5,manager,No,3,83.0,705.0,22822.0,18947.0,12,0,3,2,1,4,2
807,40,No,male,44,1979,married,4,Other,non travel,16,no,full time,5,2,11,4,1,3,sin asignar,2,healthcare representative,No,3,41.0,1459.0,19121.0,6465.0,13,0,3,4,4,4,4
808,47,Yes,male,50,1973,married,2,ns/nc,travel rarely,4,yes,full time,2,1,3,3,0,2,sin asignar,1,sales representative,No,3,86.0,0.0,3810.0,2683.0,14,0,2,1,3,3,3
809,49,No,female,35,1988,married,3,Marketing,non travel,3,yes,full time,3,1,2,2,2,2,sin asignar,1,sales representative,No,3,97.0,890.0,9687.0,2014.0,13,0,3,4,4,1,3
810,65,Yes,male,28,1995,single,4,ns/nc,non travel,8,yes,full time,3,1,2,2,2,2,sin asignar,1,laboratory technician,Yes,3,50.0,1434.0,11179.0,3441.0,13,0,3,3,3,3,2
811,72,No,female,26,1997,married,3,ns/nc,non travel,35,no,full time,2,7,5,2,0,0,sin asignar,2,sales executive,Yes,3,47.0,1443.0,21436.0,4859.0,19,1,2,2,4,3,2
812,0,No,female,35,1988,ns/nc,4,ns/nc,travel rarely,49,no,full time,3,3,4,2,2,2,sin asignar,1,laboratory technician,Yes,3,30.0,1142.0,16002.0,4859.0,15,1,3,3,1,3,3
813,88,No,male,35,1988,married,3,Medical,non travel,49,yes,full time,2,4,5,3,1,2,sin asignar,1,research scientist,No,3,79.0,664.0,5868.0,4859.0,13,1,3,2,1,4,2
814,102,No,male,37,1986,ns/nc,4,Medical,travel rarely,32,yes,part time,3,4,11,5,0,2,sin asignar,3,research director,No,3,30.0,397.0,25258.0,13664.0,13,0,3,1,3,1,4
815,103,No,male,46,1977,divorced,2,Medical,travel rarely,61,yes,part time,2,8,11,4,0,2,sin asignar,2,human resources,Yes,4,80.0,0.0,10425.0,5021.0,22,1,3,3,2,4,3
816,110,No,male,34,1989,married,2,Medical,travel rarely,1,yes,part time,2,1,11,5,1,3,sin asignar,2,manufacturing director,No,3,94.0,1153.0,17736.0,4859.0,15,0,3,1,2,3,3
817,116,No,male,51,1972,ns/nc,4,ns/nc,travel rarely,14,yes,full time,4,3,10,4,0,3,sin asignar,1,laboratory technician,No,4,96.0,432.0,18725.0,4859.0,23,2,3,4,4,2,3
818,128,No,female,24,1999,married,2,Other,travel rarely,4,yes,full time,2,0,4,3,0,2,sales,2,sales executive,No,4,33.0,1353.0,17519.0,4859.0,21,1,3,1,3,1,2
819,132,No,male,44,1979,married,3,ns/nc,non travel,37,yes,full time,3,4,11,3,1,2,sin asignar,2,laboratory technician,No,3,0.0,489.0,25043.0,4859.0,12,1,3,2,2,3,4
820,133,Yes,male,37,1986,divorced,4,Human Resources,travel rarely,9,yes,full time,3,4,11,3,0,2,sin asignar,1,human resources,No,4,63.0,807.0,23648.0,4859.0,22,0,3,3,1,4,3
821,0,No,female,59,1964,ns/nc,4,Human Resources,non travel,3,no,part time,3,9,11,3,2,2,sin asignar,5,manager,No,4,32.0,1420.0,21922.0,18844.0,21,1,2,3,4,4,3
822,143,No,male,25,1998,married,1,ns/nc,non travel,11,yes,full time,2,1,11,2,2,1,sin asignar,1,research scientist,No,3,0.0,1280.0,26897.0,4859.0,11,2,2,4,4,3,3
823,171,No,female,43,1980,single,3,Medical,non travel,41,yes,full time,2,4,11,3,1,2,sin asignar,1,research scientist,No,3,72.0,957.0,16090.0,4739.0,12,0,4,2,3,4,3
824,0,No,female,50,1973,single,3,ns/nc,travel frequently,19,no,full time,3,4,16,2,2,1,sin asignar,3,sales executive,No,3,77.0,809.0,6645.0,4859.0,11,0,3,3,4,4,3
825,175,Yes,female,31,1992,ns/nc,3,ns/nc,travel rarely,32,yes,full time,2,3,4,2,2,2,sin asignar,2,sales executive,Yes,3,71.0,542.0,24788.0,4859.0,11,1,1,2,3,3,3
826,178,No,male,36,1987,divorced,2,Medical,non travel,9,no,full time,0,6,7,3,0,1,research & development,2,manufacturing director,No,4,84.0,216.0,2819.0,4859.0,20,2,3,2,2,4,3
827,179,Yes,male,51,1972,ns/nc,4,ns/nc,travel frequently,25,no,full time,2,2,18,4,0,3,sin asignar,3,manufacturing director,No,3,53.0,1150.0,25150.0,10650.0,15,0,1,1,4,4,3
828,0,No,male,25,1998,ns/nc,3,Life Sciences,non travel,45,no,full time,3,2,11,2,2,2,sales,2,sales executive,No,3,41.0,0.0,24835.0,4859.0,18,0,2,1,3,4,3
829,193,No,female,38,1985,ns/nc,5,Technical Degree,travel rarely,4,no,full time,2,3,19,3,2,2,sin asignar,2,research scientist,Yes,4,32.0,364.0,2302.0,4317.0,20,0,3,4,3,2,3
830,197,No,female,30,1993,divorced,3,Technical Degree,travel rarely,8,yes,full time,3,5,8,3,2,2,research & development,1,research scientist,No,3,84.0,201.0,10415.0,4859.0,14,1,3,4,1,4,3
831,0,No,male,22,2001,married,1,Medical,non travel,57,yes,part time,6,1,2,2,2,2,sin asignar,1,research scientist,No,4,80.0,1256.0,11992.0,4859.0,24,2,3,3,4,1,3
832,218,No,male,27,1996,ns/nc,3,Medical,non travel,14,yes,part time,1,6,11,2,2,2,research & development,1,research scientist,No,3,57.0,691.0,5970.0,2024.0,18,1,3,4,2,4,1
833,221,No,male,28,1995,married,3,Medical,non travel,33,yes,full time,2,1,5,5,0,2,research & development,1,research scientist,No,3,42.0,440.0,6672.0,4859.0,11,1,3,3,4,3,1
834,233,No,male,27,1996,ns/nc,3,ns/nc,non travel,27,yes,full time,3,0,6,5,1,1,sin asignar,1,research scientist,No,3,51.0,1157.0,13364.0,3058.0,16,1,3,3,2,4,2
835,241,No,female,56,1967,divorced,3,Life Sciences,travel rarely,12,yes,part time,3,4,11,2,2,2,sin asignar,1,research scientist,No,3,67.0,713.0,13939.0,4859.0,18,1,3,3,1,3,3
836,245,No,female,38,1985,single,2,ns/nc,travel rarely,14,yes,full time,3,1,11,2,2,1,sin asignar,1,laboratory technician,No,3,75.0,0.0,6319.0,4859.0,12,0,3,3,4,3,3
837,246,No,female,31,1992,ns/nc,1,Medical,travel rarely,19,yes,part time,0,8,7,4,0,2,sin asignar,1,research scientist,No,4,95.0,140.0,6984.0,3929.0,23,1,3,3,4,3,3
838,247,No,female,34,1989,ns/nc,2,Medical,travel rarely,43,yes,full time,3,2,9,3,1,2,sin asignar,1,research scientist,No,3,95.0,629.0,5711.0,4859.0,15,0,3,4,2,4,3
839,249,No,male,50,1973,ns/nc,3,ns/nc,non travel,1,no,full time,2,2,11,3,0,2,research & development,1,laboratory technician,No,3,86.0,328.0,3425.0,4859.0,15,1,2,3,3,4,2
840,250,No,female,53,1970,divorced,2,ns/nc,non travel,20,no,full time,3,1,5,4,1,3,sin asignar,2,manufacturing director,No,3,0.0,1084.0,26250.0,4859.0,11,2,4,4,1,3,3
841,269,No,female,35,1988,single,3,Medical,travel frequently,38,yes,full time,5,5,11,6,1,2,sin asignar,2,laboratory technician,No,3,37.0,0.0,15986.0,4425.0,11,0,3,2,2,4,3
842,0,No,male,27,1996,married,1,ns/nc,travel frequently,1,no,full time,1,5,11,2,2,0,sin asignar,2,manufacturing director,No,3,60.0,472.0,9679.0,4859.0,19,1,2,3,1,3,3
843,0,No,male,40,1983,married,2,ns/nc,non travel,61,yes,full time,2,8,11,7,3,7,sin asignar,2,laboratory technician,No,3,99.0,905.0,16523.0,4859.0,15,1,3,3,4,3,4
844,0,No,male,22,2001,ns/nc,3,Life Sciences,non travel,35,no,full time,2,1,4,4,2,2,sin asignar,1,research scientist,No,3,60.0,1136.0,12392.0,2328.0,16,1,4,2,2,1,2
845,287,No,male,40,1983,ns/nc,5,Life Sciences,non travel,16,yes,part time,5,9,5,3,0,2,sin asignar,2,healthcare representative,No,3,63.0,1151.0,14242.0,4859.0,14,1,2,4,4,4,1
846,288,No,male,46,1977,ns/nc,4,ns/nc,non travel,1,yes,part time,3,7,17,4,0,3,sin asignar,3,healthcare representative,No,3,0.0,644.0,12368.0,4859.0,16,1,3,4,1,3,3
847,297,Yes,female,30,1993,ns/nc,3,Technical Degree,non travel,4,yes,full time,5,5,8,5,0,4,sin asignar,1,research scientist,Yes,3,88.0,1005.0,8556.0,2657.0,11,0,3,4,1,3,3
848,0,Yes,male,29,1994,single,3,ns/nc,non travel,1,no,full time,1,0,11,6,1,5,sin asignar,1,research scientist,No,3,85.0,992.0,19757.0,4859.0,14,0,3,3,3,4,2
849,303,No,female,54,1969,married,3,ns/nc,non travel,4,no,full time,4,2,16,6,0,5,sin asignar,2,sales executive,No,3,52.0,1147.0,17011.0,5940.0,14,1,3,4,1,4,3
850,305,No,female,33,1990,married,4,ns/nc,travel rarely,6,yes,full time,3,6,11,3,1,1,research & development,1,research scientist,No,4,47.0,147.0,13248.0,2622.0,21,0,2,3,2,4,3
851,316,No,female,52,1971,single,3,ns/nc,travel rarely,3,yes,full time,3,7,11,2,2,2,sin asignar,1,laboratory technician,No,3,89.0,1323.0,3300.0,3212.0,15,0,2,3,4,2,2
852,0,No,male,59,1964,married,2,Medical,travel rarely,9,no,full time,2,8,11,2,2,2,human resources,1,human resources,No,3,0.0,818.0,25657.0,4859.0,17,0,3,2,3,4,2
853,0,Yes,male,32,1991,single,3,ns/nc,non travel,1,yes,full time,2,0,4,3,1,2,sin asignar,1,laboratory technician,No,3,62.0,515.0,9571.0,4859.0,14,0,2,4,3,4,1
854,332,No,female,39,1984,divorced,4,Medical,non travel,38,no,part time,1,7,7,3,1,2,sin asignar,1,laboratory technician,No,3,96.0,1431.0,15417.0,4859.0,14,3,3,2,3,3,3
855,0,No,male,32,1991,ns/nc,4,Marketing,non travel,41,yes,part time,2,0,4,3,2,2,sin asignar,2,sales executive,No,3,100.0,976.0,12069.0,4859.0,18,0,3,3,4,1,3
856,337,No,male,31,1992,divorced,4,Medical,non travel,4,yes,full time,3,9,11,2,2,2,sin asignar,3,research director,No,3,73.0,1327.0,13523.0,4859.0,12,1,3,2,3,1,3
857,338,No,female,33,1990,married,4,Life Sciences,travel rarely,8,yes,full time,2,1,2,2,0,2,sin asignar,1,research scientist,No,3,63.0,832.0,14776.0,2911.0,13,1,2,3,4,3,2
858,341,No,male,45,1978,ns/nc,4,Life Sciences,non travel,37,yes,full time,1,4,9,3,0,2,sin asignar,2,manufacturing director,No,3,77.0,1199.0,5118.0,4859.0,17,1,4,1,3,4,3
